MacPherson Realty,1315 W. Colonial Dr.,1961,"28.553158617859843, -81.39789085861753"
MacPherson School of Real Estate Law,1315 W. Colonial Dr.,1961,"28.553158617859843, -81.39789085861753"
Sunshine State Construction Co.,1317 W. Colonial Dr.,1961,"28.553162929825074, -81.39789456536501"
Sanford B. Roberts (mortgage loans),1317 W. Colonial Dr.,1961,"28.553162929825074, -81.39789456536501"
Citrus International Inc.,1333 W. Colonial Dr.,1961,"28.553231186520097, -81.39876130027686"
Robert E. Duckworth&comma; Robert E. Duckworth Jr.&comma; and Wm P Pardue Jr. (appraisers),1341 W. Colonial Dr.,1961,"28.553263954462533, -81.39926771806809"
Batt Batt (amusement),2115 W. Colonial Dr.,1961,"28.553783675713603, -81.40761456106452"
Bob Lyles Motors,2121 W. Colonial Dr.,1961,"28.554373775713312, -81.40899358989957"
Kel's (five and dime),2122 W. Colonial Dr.,1961,"28.5523334477321, -81.40855916106463"
Orlando Appliance Center Inc.,2125 W. Colonial Dr.,1961,"28.553107195401374, -81.40812283222958"
Tyree's of Orlando&comma; Inc.,2128 W. Colonial Dr.,1961,"28.552408023711962, -81.40881546106462"
Francine's Dress Shop,2134 W. Colonial Dr.,1961,"28.55242722370844, -81.40908561873465"
Lester A. Philips (doctor),2136 W. Colonial Dr.,1961,"28.552310143782144, -81.40890329359014"
Wolpert's Cities Service Station,2180 W. Colonial Dr.,1961,"28.55217594777456, -81.40984183222955"
Orlando Federal Savings and Loan Association,2301 W. Colonial Dr.,1961,"28.55341867571376, -81.41014526106451"
Utility Service Maintenance Corp.,2305 W. Colonial Dr.,1961,"28.553375247451903, -81.41019314756973"
Bob & Mack's Auto Service,2413 W. Colonial Dr.,1961,"28.553297075713854, -81.41169320339445"
Claude H. Wolfe Inc.,2712 W. Colonial Dr.,1961,"28.55237915171426, -81.41311156106457"
Burrows Gulf Service,2800 W. Colonial Dr.,1961,"28.552401309096336, -81.4143291212243"
Grand Way Store,3201 W. Colonial Dr.,1961,"28.554008133354397, -81.41588839906437"
Howard Clothes,3215 W. Colonial Dr.,1961,"28.553268609272145, -81.41684141873462"
Gordon's Jewelry Co.,3300 W. Colonial Dr.,1961,"28.552404923712615, -81.41695220339447"
Finley Hamilton (attorney),3300 W. Colonial Dr.,1961,"28.552404923712615, -81.41695220339447"
Clemons Insurance Agency,3323 W. Colonial Dr.,1961,"28.5530530828198, -81.41769018009533"
L. B. Sawyer Masonry Contractor,3325 W. Colonial Dr.,1961,"28.55304345887949, -81.41767079359018"
Colonial Heights Plumbing,3325 W. Colonial Dr.,1961,"28.55304345887949, -81.41767079359018"
Kenworth Reeves Truck Sales Co.,3400 W. Colonial Dr.,1961,"28.552049499745102, -81.4184706610646"
L. B. Guignard (truck brokers),3410 W. Colonial Dr.,1961,"28.552555835909168, -81.41848793222951"
Carl W. Lindell Co. (chemicals-manufacturer),3420 W. Colonial Dr.,1961,"28.55206694780385, -81.41856376106456"
Beacon Truck Terminal,3490 W. Colonial Dr.,1961,"28.551465099797788, -81.41977473222958"
Jacobs Crane Service & Rentals,3490 W. Colonial Dr.,1961,"28.551465099797788, -81.41977473222958"
B & M Fruit Co.,3490 W. Colonial Dr.,1961,"28.551465099797788, -81.41977473222958"
Hoyette S. Hudson Fruit Co.,3490 W. Colonial Dr.,1961,"28.551465099797788, -81.41977473222958"
Florida Tank Line Inc.,3490 W. Colonial Dr.,1961,"28.551465099797788, -81.41977473222958"
Barber Truck Brokerage Co.,3490 W. Colonial Dr.,1961,"28.551465099797788, -81.41977473222958"
Clark's Tire Service Inc.,3780 W. Colonial Dr.,1961,"28.551737627600385, -81.42468156106453"
Diesel Equipment Service,3784 W. Colonial Dr.,1961,"28.551755775714643, -81.42483376106458"
Rockland Allied Equipment Co.,3788 W. Colonial Dr.,1961,"28.552392309621908, -81.42500576902357"
Columbia Professional Building,21 W. Columbia,1961,"28.52810666548867, -81.37740245006397"
